mode,budget_ms,seed,speed,collision_free_completion,reached_end,wall_contact,progress,distance_to_first_collision,collisions,distance,collisions_per_100m,predicted_k,avg_k,min_k,max_k,execution_overrun_pct
scene-bvh,8.00,1015,3.5,0,0,0,0.718661,19.298541,1,87.279426,1.145745,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1016,3.5,0,0,0,0.465097,-1.000000,0,56.838151,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1017,3.5,0,0,0,0.281673,-1.000000,0,34.215956,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1018,3.5,0,0,0,0.582990,-1.000000,0,71.975253,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1019,3.5,1,1,0,1.000000,-1.000000,0,123.171979,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1020,3.5,0,0,0,0.126198,-1.000000,0,15.470965,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1021,3.5,0,1,0,1.000000,42.378266,1,122.647832,0.815343,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1022,3.5,0,0,0,0.256089,-1.000000,0,31.608506,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1023,3.5,0,0,0,0.929979,-1.000000,0,115.069810,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1024,3.5,0,0,0,0.281952,-1.000000,0,34.538350,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1025,3.5,0,0,0,0.621070,-1.000000,0,76.620688,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1026,3.5,0,0,0,0.573544,-1.000000,0,70.921237,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1027,3.5,0,0,0,0.200101,24.088175,1,24.501509,4.081381,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1028,3.5,0,0,0,0.421188,-1.000000,0,51.663188,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1029,3.5,0,1,0,1.000000,112.303009,1,123.924983,0.806940,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1030,3.5,0,0,0,0.624870,11.625912,1,77.067948,1.297556,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1031,3.5,0,1,0,1.000000,57.422939,1,124.178534,0.805292,361.00,361.000000,361,361,0.000000
